State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MS,172,778,543-8454,no,no,0,14.358887022666384,0,7.425043322402284,6.886026690952875,2,10.516698531420246,3.7657640092889135,50,6.765377690155728,3.0247829354084383,7,6.5407687789975615,4,True.
SD,139,836,169-6525,yes,no,0,10.122498331848377,2,5.905358650823057,8.955541029699845,1,8.226556619779315,3.810289246452514,200,5.3217921456635215,3.804097041931716,6,9.24192644296744,3,True.
SC,63,836,607-1157,no,yes,300,8.957848422820247,2,6.265991114804392,6.580991176278281,3,6.466399701936688,5.90354159267677,200,5.0580472593573935,5.489467809024824,7,6.3349143038756415,3,True.
ID,20,736,590-9748,yes,yes,400,5.419735581506788,4,4.749082029824576,6.38762180964585,1,5.8744007688240165,3.6695427822807902,250,6.033108770616957,4.714581462554801,3,5.4723203569247865,7,True.
CO,119,677,266-2855,no,yes,600,9.466324392303669,4,6.228710650038592,7.710620685489864,2,6.426871011547965,5.104550263567085,150,4.418645667705559,6.482599298911485,9,7.807554612496337,2,True.
CT,87,678,173-8028,yes,no,0,6.661203603589365,4,6.379045884897548,8.242390622178593,4,4.873448729062801,5.902987550767634,250,4.247947094245985,3.243341108559373,5,6.783616477822238,5,True.
CA,199,676,825-1634,no,yes,400,7.551988433384826,6,5.966386470345366,6.077704172271432,7,4.038691092989678,5.844004216161752,200,7.146939170774925,6.349252380780863,7,1.4272197616176323,5,True.
MO,169,777,733-4956,no,no,0,8.582965555640307,2,7.316403153906942,6.740893595370045,5,6.196260047742831,5.912691180324711,250,5.107956498101115,6.972216477319171,5,6.724757516171518,3,True.
MS,179,778,295-9936,yes,no,0,12.268303054354847,2,7.628466271960328,9.644998986954882,0,9.484744936210738,3.2982691365348944,200,6.201739992580247,5.707510994556675,5,8.714356895022174,4,True.
MT,127,778,337-5716,no,no,0,4.520522738965022,1,4.710880344258984,6.662537923024116,1,5.159619618537592,2.480820860301097,250,5.023137665720113,6.059373983458288,5,5.17510400154891,7,True.
IA,117,736,936-6978,no,no,0,12.39160456733234,4,6.966061905918216,6.772296976085448,0,8.83636160989363,3.733625569101753,100,6.685320174229501,5.233750009098498,8,5.288390230384243,4,True.
WY,4,878,421-4537,yes,no,0,5.077805069176933,5,5.168643884000614,7.138105212278069,3,3.8293265071876,2.841719975778143,300,7.791431829557746,5.3508125447617445,4,0.5329907722976674,9,True.
DC,174,686,369-2253,yes,yes,500,4.5727455217268815,0,2.866747206846622,6.117151749895124,4,5.276878591416335,2.384193202921761,250,4.626989620416491,6.48991206420007,8,5.064105230013372,6,True.
LA,134,766,454-6032,yes,yes,400,7.713345408963901,7,4.172552743629841,5.382339452833031,0,7.281111850351108,3.2067969254021094,100,7.294269132789975,5.274015128833618,5,3.544332602315598,6,True.
MO,95,777,868-1654,no,yes,400,10.363463929624247,3,6.636568627525104,3.8697586418129983,3,7.815128632958413,5.006685294512344,50,6.34565157741624,5.667107150842476,6,5.347217214099671,3,True.
CA,196,676,806-2192,no,yes,600,6.058813035028924,5,2.925931695884577,8.108889496554763,0,5.372187262538451,4.464698801748055,250,5.791060576859692,4.643564950024692,7,5.5228650639502,5,True.
ID,139,736,471-5430,yes,no,0,13.101611271839127,6,5.92897394956458,8.309973084283289,0,9.159710270324164,4.753709911900351,100,7.119743650724982,5.198858922258305,8,6.618364203598242,3,True.
AL,175,657,527-1538,yes,no,0,9.025040503366377,3,6.972014174605146,3.302853689711964,2,7.614049190178476,4.13996768331177,0,6.206575539194221,7.744883763436378,4,4.693298343300357,6,True.
OK,125,797,934-4775,yes,no,0,7.155679953306059,3,5.415989911686289,6.0069580232828965,1,5.424938021600256,3.49859037041475,200,5.468719800006827,3.389273718868126,8,3.751867358874645,5,True.
AR,16,658,509-7958,no,no,0,7.748160199003287,1,6.681210240919526,4.912464750148365,1,7.319715129731022,0.8936878770680616,150,6.927038102259033,3.30304854756964,4,3.63867959739623,8,True.
IA,200,736,237-7049,no,no,0,9.120015661297057,3,6.047588330281865,3.714014877743797,0,8.317903464688948,2.896091999371422,100,7.38121188031357,5.539216255530237,4,4.42933357690684,6,True.
OH,140,797,693-2340,no,no,0,5.705663260653293,4,6.405169233072175,5.077386308881577,5,4.710333280114423,4.1801058803722,200,7.186259565840695,6.0750852054331705,2,1.0487392251590115,9,True.
NJ,17,787,666-4840,no,no,0,10.535387739488725,4,5.37968919227093,8.841448309002134,0,6.697180792283011,3.7050086516642073,250,7.540379727643353,3.03340605340221,9,3.2684371035185222,5,True.
NC,155,786,484-7353,yes,no,0,5.36639793752577,4,4.899336218221487,3.1719431440409296,1,6.348031806741125,4.940020871697563,0,4.103319034066079,3.4373294988755942,3,7.453837598172731,5,True.
WV,134,878,829-9440,no,yes,100,11.306689379896987,2,8.971944948170002,7.80116052389574,0,8.326112334859184,0.91695632527383,150,7.75208993480463,6.331066320251382,4,4.541663034422829,8,True.
AR,190,658,301-6111,no,yes,500,9.13420894252918,5,5.532058105777576,4.722354145523233,2,7.340409952014258,5.791792219929129,0,5.050411675009453,5.06460752658347,6,7.733270552458688,3,True.
MO,138,777,858-2251,no,yes,400,6.56785841522593,2,6.373423839822821,7.734761547748389,1,5.809400386470392,3.6941723404346334,250,4.62427651373418,4.9615089607851415,5,7.587756550028471,5,True.
AR,181,658,270-9611,no,yes,300,6.673404381531919,2,6.091990107187017,5.911910709308822,1,5.34982669450646,2.7372513100678937,250,5.790246673189056,5.548671989290295,7,3.146758558618126,6,True.
KS,47,758,637-6623,no,yes,400,10.358459082243217,4,5.855510523664856,5.561309539078558,0,8.045092866938457,2.826928330888866,150,7.87374306137561,5.765521857536056,7,3.7784420922144912,5,True.
WA,114,876,452-9672,yes,yes,400,6.64567656221591,5,4.374429658275929,6.852877601413038,0,5.005373100231256,2.5613863166197204,150,7.455094935972648,4.8507691054565205,7,1.2908090249567512,8,True.
IA,153,736,655-4439,no,no,0,7.759877527676894,4,5.788030700744936,8.025080550394975,1,5.492638438551955,3.389611826871865,150,5.782800566851291,6.962513769725319,7,5.008421327708119,5,True.
MN,150,777,520-6189,yes,no,0,10.55670832656788,5,6.667045218742755,6.490773884048324,3,7.402925229536371,3.375279210541684,200,7.660748920568966,3.942929874901617,7,3.0200470947965847,4,True.
MI,58,777,252-5830,yes,yes,500,6.226613007177091,3,4.264798421205626,8.999674185525322,0,4.431385221577453,4.29909802600909,300,4.988923999818519,3.7397488710794256,8,5.189218080303935,5,True.
NV,38,788,285-2737,yes,yes,600,5.614022306169226,5,3.012268434505378,2.1303760773510336,0,7.804349275860105,4.886706796625558,50,6.000882021929283,5.243449311726809,1,6.76935448639069,5,True.
